ActivityID;ActivityArea;ActivityParent;ActivityLevel;ActivityName_[ENG];ActivityName_[HRV];ActivityName_[BIH];ActivityName_[SRB];ActivityName_[SVN]
3230;C;323;4;Manufacture of sports goods;Proizvodnja sportske opreme;Proizvodnja sportske opreme;Proizvodnja sportske opreme;Proizvodnja športne opreme
3240;C;324;4;Manufacture of games and toys;Proizvodnja igara i igraèaka;Proizvodnja igara i igraèaka;Proizvodnja igara i igraèaka;Proizvodnja igraè in rekvizitov za igre in zabavo
3250;C;325;4;Manufacture of medical and dental instruments and supplies;Proizvodnja medicinskih i stomatoloških instrumenata i pribora;Proizvodnja medicinskih i stomatoloških instrumenata i pribora;Proizvodnja medicinskih i stomatoloških instrumenata i materijala;Proizvodnja medicinskih instrumentov, naprav in pripomoèkov
3291;C;329;4;Manufacture of brooms and brushes;Proizvodnja metla i èetaka;Proizvodnja metli i èetaka;Proizvodnja metli i èetki;Proizvodnja metel in krtaè
3299;C;329;4;Other manufacturing n.e.c.;Ostala preraðivaèka industrija, d. n. ;Ostala preraðivaèka industrija, d. n.;Proizvodnja ostalih predmeta;Drugje nerazvršèene predelovalne dejavnosti
3311;C;331;4;Repair of fabricated metal products;Popravak proizvoda od metala;Popravak proizvoda od metala;Popravka metalnih proizvoda;Popravila kovinskih izdelkov
3312;C;331;4;Repair of machinery;Popravak strojeva;Popravak mašina;Popravka mašina;Popravila strojev in naprav
3313;C;331;4;Repair of electronic and optical equipment;Popravak elektronièke i optièke opreme;Popravak elektronièke i optièke opreme;Popravka elektronske i optièke opreme;Popravila elektronskih in optiènih naprav
3314;C;331;4;Repair of electrical equipment;Popravak elektriène opreme;Popravak elektriène opreme;Popravka elektriène opreme;Popravila elektriènih naprav
3315;C;331;4;Repair and maintenance of ships and boats;Popravak i održavanje brodova i èamaca;Popravak i održavanje brodova i èamaca;Popravka i održavanje brodova i èamaca;Popravila in vzdrževanje ladij in èolnov
3316;C;331;4;Repair and maintenance of aircraft and spacecraft;Popravak i održavanje zrakoplova i svemirskih letjelica;Popravak i održavanje aviona i svemirskih letjelica;Popravka i održavanje letelica i svemirskih letelica;Popravila in vzdrževanje zraènih in vesoljskih plovil
3317;C;331;4;Repair and maintenance of other transport equipment;Popravak i održavanje ostalih prijevoznih sredstava;Popravak i održavanje ostalih prijevoznih sredstava;Popravka i održavanje druge transportne opreme;Popravila in vzdrževanje drugih prevoznih sredstev
3319;C;331;4;Repair of other equipment;Popravak ostale opreme;Popravak ostale opreme;Popravka ostale opreme;Popravila drugih naprav
3320;C;332;4;Installation of industrial machineryand equipment;Instaliranje industrijskih strojeva i opreme;Instaliranje industrijskih mašina i opreme;Montaža industrijskih mašina i opreme;Montaža industrijskih strojev in naprav
3511;D;351;4;Production of electricity;Proizvodnja elektriène energije;Proizvodnja elektriène energije;Proizvodnja elektriène energije;Proizvodnja elektriène energije
3512;D;351;4;Transmission of electricity;Prijenos elektriène energije;Prijenos elektriène energije;Prenos elektriène energije;Prenos elektriène energije
3513;D;351;4;Distribution of electricity;Distribucija elektriène energije;Distribucija elektriène energije;Distribucija elektriène energije;Distribucija elektriène energije
3514;D;351;4;Trade of electricity;Trgovina elektriènom energijom;Trgovina elektriènom energijom;Trgovina elektriènom energijom;Trgovanje z elektrièno energijo
3521;D;352;4;Manufacture of gas;Proizvodnja plina;Proizvodnja plina;Proizvodnja gasa;Proizvodnja plina
3522;D;352;4;Distribution of gaseous fuels through mains;Distribucija plinovitih goriva distribucijskom mrežom;Distribucija plinovitih goriva distribucijskom mrežom;Distribucija gasovitih goriva gasovodom;Distribucija plinastih goriv po plinovodni mreži
3523;D;352;4;Trade of gas through mains;Trgovina plinom distribucijskom mrežom;Trgovina plinom distribucijskom mrežom;Trgovina gasovitim gorivima preko gasovodne mreže;Trgovanje s plinastimi gorivi po plinovodni mreži
3530;D;353;4;Steam and air conditioning supply;Opskrba parom i klimatizacija;Proizvodnja i snabdijevanje parom i klimatizacija;Snabdevanje parom i klimatizacija;Oskrba s paro in vroèo vodo
3600;E;360;4;Water collection, treatment and supply;Skupljanje, proèišæavanje i opskrba vodom;Sakupljanje, proèišæavanje i snabdijevanje vodom;Skupljanje, preèišæavanje i distribucija vode;Zbiranje, preèišèevanje in distribucija vode
3700;E;370;4;Sewerage;Uklanjanje otpadnih voda;Uklanjanje otpadnih voda;Uklanjanje otpadnih voda;Ravnanje z odplakami
3811;E;381;4;Collection of non-hazardous waste;Skupljanje neopasnog otpada;Sakupljanje neopasnog otpada;Skupljanje otpada koji nije opasan;Zbiranje in odvoz nenevarnih odpadkov
3812;E;381;4;Collection of hazardous waste;Skupljanje opasnog otpada;Sakupljanje opasnog otpada;Skupljanje opasnog otpada;Zbiranje in odvoz nevarnih odpadkov
3821;E;382;4;Treatment and disposal of non-hazardous waste;Obrada i zbrinjavanje neopasnog otpada;Obrada i zbrinjavanje neopasnog otpada;Tretman i odlaganje otpada koji nije opasan;Ravnanje z nenevarnimi odpadki
3822;E;382;4;Treatment and disposal of hazardous waste;Obrada i zbrinjavanje opasnog otpada;Obrada i zbrinjavanje opasnog otpada;Tretman i odlaganje opasnog otpada;Ravnanje z nevarnimi odpadki
3831;E;383;4;Dismantling of wrecks;Rastavljanje olupina;Rastavljanje olupina;Demontaža olupina;Demontaža odpadnih naprav
3832;E;383;4;Recoveryof sorted materials;Oporaba posebno izdvojenih materijala;Reciklaža posebno izdvojenih materijala;Ponovna upotreba razvrstanih materijala;Pridobivanje sekundarnih surovin iz ostankov in odpadkov
3900;E;390;4;Remediation activities and other waste management services;Djelatnosti sanacije okoliša te ostale djelatnosti gospodarenja otpadom;Djelatnosti  sanacije  okoliša  te  ostale  usluge  upravljanja otpadom;Sanacija, rekultivacija i druge usluge u oblasti upravljanja otpadom;Saniranje okolja in drugo ravnanje z odpadki
4110;F;411;4;Development of building projects;Organizacija izvedbe projekata za zgrade;Organizacija izvoðenja graðevinskih projekata;Razrada graðevinskih projekata;Organizacija izvedbe stavbnih projektov
4120;F;412;4;Construction of residential and non-residential buildings;Gradnja stambenih i nestambenih zgrada;Gradnja stambenih i nestambenih zgrada;Izgradnja stambenih i nestambenih zgrada;Gradnja stanovanjskih in nestanovanjskih stavb
4211;F;421;4;Construction of roads and motorways;Gradnja cesta i autocesta;Gradnja cesta i autocesta;Izgradnja puteva i autoputeva;Gradnja cest
4212;F;421;4;Construction of railways and underground railways;Gradnja željeznièkih pruga i podzemnih željeznica;Gradnja željeznièkih pruga i podzemnih željeznica;Izgradnja železnièkih pruga i podzemnih železnica;Gradnja železnic in podzemnih železnic
4213;F;421;4;Construction of bridges and tunnels;Gradnja mostova i tunela;Gradnja mostova i tunela;Izgradnja mostova i tunela;Gradnja mostov in predorov
4221;F;422;4;Construction of utility projects for fluids;Gradnja cjevovoda za tekuæine i plinove;Gradnja cjevovoda za teènosti i plinove;Izgradnja cevovoda;Gradnja objektov oskrbne infrastrukture za tekoèine in pline
4222;F;422;4;Construction of utility projects for electricity and telecommunications;Gradnja vodova za elektriènu struju i telekomunikacije;Gradnja vodova za elektriènu struju i telekomunikacije;Izgradnja elektriènih i telekomunikacionih vodova;Gradnja objektov oskrbne infrastrukture za elektriko in telekomunikacije
4291;F;429;4;Construction of water projects;Gradnja vodnih graðevina;Gradnja hidrograðevinskih objekata;Izgradnja hidrotehnièkih objekata;Gradnja vodnih objektov
4299;F;429;4;Construction of other civil engineering projects n.e.c.;Gradnja ostalih graðevina niskogradnje, d. n.;Gradnja ostalih graðevina niskogradnje, d. n.;Izgradnja ostalih nepomenutih graðevina;Gradnja drugih objektov nizke gradnje
4311;F;431;4;Demolition;Uklanjanje graðevina;Uklanjanje graðevina;Rušenje objekata;Rušenje objektov
4312;F;431;4;Site preparation;Pripremni radovi na gradilištu;Pripremni radovi na gradilištu;Pripremna gradilišta;Zemeljska pripravljalna dela
4313;F;431;4;Test drilling and boring;Pokusno bušenje i sondiranje terena za gradnju;Ispitivanje terena za gradnju bušenjem i sondiranjem;Ispitivanje terena bušenjem i sondiranjem;Testno vrtanje in sondiranje
4321;F;432;4;Electrical installation;Elektroinstalacijski radovi;Elektroinstalacijski radovi;Postavljanje elektriènih instalacija;Inštaliranje elektriènih napeljav in naprav
4322;F;432;4;Plumbing, heat and air conditioning installation;Uvoðenje instalacija vodovoda, kanalizacije i plina i instalacija za grijanje i klimatizaciju ;Uvoðenje instalacija vodovoda, kanalizacije i plina i instalacija za grijanje i klimatizaciju;Postavljanje vodovodnih, kanalizacionih, grejnih i klimatizacionih sistema;Inštaliranje vodovodnih, plinskih in ogrevalnih napeljav in naprav
4329;F;432;4;Other construction installation;Ostali graðevinski instalacijski radovi;Ostali graðevinski instalacijski radovi;Ostali instalacioni radovi u graðevinarstvu;Drugo inštaliranje pri gradnjah
4331;F;433;4;Plastering;Fasadni i štukaturski radovi;Fasadni i štukaturski radovi;Malterisanje;Fasaderska in štukaterska dela
4332;F;433;4;Joinery installation;Ugradnja stolarije;Ugradnja stolarije;Ugradnja stolarije;Vgrajevanje stavbnega pohištva
4333;F;433;4;Floor and wall covering;Postavljanje podnih i zidnih obloga;Postavljanje podnih i zidnih obloga;Postavljanje podnih i zidnih obloga;Oblaganje tal in sten
4334;F;433;4;Painting and glazing;Soboslikarski i staklarski radovi;Bojenje i staklarski radovi;Bojenje i zastakljivanje;Steklarska in pleskarska dela
4339;F;433;4;Other building completion and finishing;Ostali završni graðevinski radovi;Ostali završni graðevinski radovi;Ostali završni radovi;Druga zakljuèna gradbena dela
4391;F;439;4;Roofing activities;Radovi na krovištu;Podizanje krovnih konstrukcija i pokrivanje krovova;Krovni radovi;Postavljanje ostrešij in krovska dela
4399;F;439;4;Other specialised construction activities n.e.c.;Ostale specijalizirane graðevinske djelatnosti, d. n.;Ostale specijalizirane graðevinske djelatnosti, d. n.;Ostali nepomenuti specifièni graðevinski radovi;Druga specializirana gradbena dela
4511;G;451;4;Sale of cars and light motor vehicles;Trgovina automobilima i motornim vozilima lake kategorije ;Trgovina automobilima i motornim vozilima lake kategorije;Trgovina automobilima i lakim motornim vozilima;Trgovina z avtomobili in lahkimi motornimi vozili
4519;G;451;4;Sale of other motor vehicles;Trgovina ostalim motornim vozilima;Trgovina ostalim motornim vozilima;Trgovina ostalim motornim vozilima;Trgovina z drugimi motornimi vozili
4520;G;452;4;Maintenance and repair of motor vehicles;Održavanje i popravak motornih vozila;Održavanje i popravak motornih vozila;Održavanje i popravka motornih vozila;Vzdrževanje in popravila motornih vozil
4531;G;453;4;Wholesale trade of motor vehicle parts and accessor ies;Trgovina na veliko dijelovima i priborom za motorna vozila ;Trgovina na veliko dijelovima i priborom za motorna vozila;Trgovina na veliko delovima i opremom za motorna vozila;Trgovina na debelo z rezervnimi deli in opremo za motorna vozila
4532;G;453;4;Retail trade of motor vehicle parts and accessories;Trgovina na malo dijelovima i priborom za motorna vozila;Trgovina na malo dijelovima i priborom za motorna vozila;Trgovina na malo delovima i opremom za motorna vozila;Trgovina na drobno z rezervnimi deli in opremo za motorna vozila
4540;G;454;4;Sale, maintenance and repair of motorcycles and related parts and accessories;Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak...;Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak motocikala;Trgovina motociklima, delovima i priborom, održavanje i popravka motocikala;Trgovina, vzdrževanje in popravila motornih koles, trgovina z njihovimi deli in opremo
4611;G;461;4;Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods;Posredovanje u trgovini poljoprivrednim sirovinama, živom stokom, tekstilnim sirovinama...;Posredovanje  u  trgovini  poljoprivrednim  sirovinama,  živim životinjama, tekstilnim sirovinama i poluproizvodima;Posredovanje u prodaji poljoprivrednih sirovina, životinja, tekstilnih sirovina i poluproizvoda;Posredništvo pri prodaji kmetijskih surovin, živih živali, tekstilnih surovin, polizdelkov
4612;G;461;4;Agents involved in the sale of fuels, ores, metals and industrial chemicals;Posredovanje u trgovini gorivima, rudama, metalima i industrijskim kemijskim proizvodima;Posredovanje u trgovini gorivima, rudama, metalima i industrijskim hemikalijama;Posredovanje u prodaji goriva, ruda, metala i industrijskih hemikalija;Posredništvo pri prodaji goriv, rud, kovin, tehniènih kemikalij
4613;G;461;4;Agents involved in the sale of timber and building materials;Posredovanje u trgovini drvom i graðevinskim materijalom;Posredovanje  u  trgovini  drvenom  graðom  i  graðevinskim materijalom;Posredovanje u prodaji drvne graðe i graðevinskog materijala;Posredništvo pri prodaji lesa in gradbenega materiala
4614;G;461;4;Agents involved in the sale of machinery, industrial equipment, ships and aircraft;Posredovanje u trgovini strojevima, industrijskom opremom, brodovima i zrakoplovima;Posredovanje u trgovini mašinima, industrijskom opremom, brodovima i avionima;Posredovanje u prodaji mašina, industrijske opreme, brodova i aviona;Posredništvo pri prodaji strojev, industrijske opreme, ladij, letal
4615;G;461;4;Agents involved in the sale of furniture, household goods, hardware and ironmongery;Posredovanje u trgovini namještajem, proizvodima za kuæanstvo i željeznom robom;Posredovanje  u  trgovini  namještajem,  proizvodima  za domaæinstvo i željeznom robom;Posredovanje u prodaji nameštaja, predmeta za domaæinstvo i metalne robe;Posredništvo pri prodaji pohištva, predmetov in naprav za gospodinjstvo in železnine
4616;G;461;4;Agents involved in the sale of textiles, clothing, fur, footwear and leather goods;Posredovanje u trgovini tekstilom, odjeæom, krznom, obuæom i kožnim proizvodima;Posredovanje u trgovini tekstilom, odjeæom, krznom, obuæom i kožnim proizvodima;Posredovanje u prodaji tekstila, odeæe, krzna, obuæe i predmeta od kože;Posredništvo pri prodaji tekstila, oblaèil, krzna, obutve, usnjenih izdelkov
4617;G;461;4;Agents involved in the sale of food, beverages and tobacco;Posredovanje u trgovini hranom, piæima i duhanom;Posredovanje u trgovini hranom, piæima i duhanom;Posredovanje u prodaji hrane, piæa i duvana;Posredništvo pri prodaji živil, pijaè, tobaènih izdelkov
4618;G;461;4;Agents specialised in the sale of other particular products;Posredovanje u trgovini specijaliziranoj za odreðene proizvode;Posredovanje u trgovini specijaliziranoj za odreðene proizvode ili grupe ostalih proizvoda;Specijalizovano posredovanje u prodaji posebnih proizvoda;Specializirano posredništvo pri prodaji drugih doloèenih izdelkov
4619;G;461;4;Agents involved in the sale of a variety of goods;Posredovanje u trgovini raznovrsnim proizvodima;Posredovanje u trgovini raznovrsnim proizvodima;Posredovanje u prodaji raznovrsnih proizvoda;Nespecializirano posredništvo pri prodaji raznovrstnih izdelkov
4621;G;462;4;Wholesale of grain, unmanufactured tobacco, seeds and animal feeds;Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stoènom hranom;Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i hranom za životinje;Trgovina na veliko žitom, sirovim duvanom, semenjem i hranom za životinje;Trgovina na debelo z žiti, tobakom, semeni in krmo
4622;G;462;4;Wholesale of flowers and plants;Trgovina na veliko cvijeæem i sadnicama;Trgovina na veliko cvijeæem i sadnicama;Trgovina na veliko cveæem i sadnicama;Trgovina na debelo s cvetjem in rastlinami
4623;G;462;4;Wholesale of live animals;Trgovina na veliko živom stokom;Trgovina na veliko živim životinjama;Trgovina na veliko životinjama;Trgovina na debelo z živimi živalmi
4624;G;462;4;Wholesale of hides, skins and leather;Trgovina na veliko sirovim i štavljenim kožama;Trgovina na veliko sirovim, štavljenim i dovršenim kožama;Trgovina na veliko sirovom, nedovršenom i dovršenom kožom;Trgovina na debelo s kožami, usnjem
